,0,1,2,3,4,5,6,7,8,9,mean,std_dev,zeroes
CVD2_Q9UIB8,-0.0,-0.0,-0.0,-0.0,-0.05152264610979116,-0.0,-0.0,-0.0,-0.0,-0.0,-0.005152264610979116,0.01545679383293735,9
CVD3_O00175,-0.012445175040253796,-0.0,-0.02487176904145302,-0.0,-0.009099314483454852,-0.01665783351282075,-0.0006986669680800444,-0.0,-0.00825358273242478,-0.030025424279108984,-0.010205176605759623,0.010307510802759032,3
CVD3_P00533,0.0,0.0,0.0,0.010868978910935845,0.0,0.0,0.010692901954702037,0.0,0.0,0.008159000374179803,0.0029720881239817683,0.0045903056948091185,7
CVD3_P01130,0.0,0.0,0.0,0.0,0.0,0.0006078385175397541,0.0,0.0,0.0,0.0,6.0783851753975406e-05,0.0001823515552619262,9
CVD3_P02786,-0.22448354312099808,-0.23712599429468142,-0.19994311476857804,-0.19141354077268008,-0.23687623257804924,-0.22819298379837993,-0.2354772612164977,-0.24044635516388457,-0.23793025814793536,-0.22486274139944648,-0.22567520252611312,0.016017048959426936,0
CVD3_P28799,0.0,0.0,0.0,0.0,0.020848713918321753,0.0,0.0,0.0,0.0,0.0,0.0020848713918321755,0.006254614175496526,9
CVD3_Q07654,-0.0,-0.0,-0.0025241056654800808,-0.0,-0.0,-0.00046055488048590484,-0.0,-0.0,-0.0,-0.0,-0.00029846605459659856,0.0007544799766053059,8
CVD3_Q8NBP7,0.0,0.0,0.0,0.0,0.0,0.022426865903443838,0.0,0.0,0.0,0.0,0.002242686590344384,0.006728059771033151,9
CVD3_Q92876,0.0,0.03422563515798236,0.006610380881148899,0.00663074090603878,0.0,0.011960873184652377,0.0,0.03552737549969316,0.0,0.0014122378351220685,0.009636724346463763,0.013181975246393854,4
CVD3_Q92956,-0.0,-0.0,-0.0010102802651278863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010102802651278864,0.00030308407953836587,9
CVD3_Q9H2A7,0.07248481670196083,0.05939313609601977,0.03577252726783165,0.011204079343653008,0.0002843402872414653,0.06312180224342027,0.038599229252972114,0.03416816842341786,0.04698460782445684,0.0388830435054192,0.040089575094639306,0.02115729070762574,0
DEV_P48960,0.0,0.0077991208621544855,0.0,0.0,0.0,0.0,0.0,0.008200472853598099,0.0,0.022271766960759047,0.003827136067651163,0.006911121037836675,7
DEV_Q8IWV2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032754928314397545,0.0,3.2754928314397546e-05,9.826478494319264e-05,9
INF_O14625,-0.018010484663022647,-0.042402350947318174,-0.04348558219006059,-0.00019797870131977867,-0.04216631400952893,-0.019522215244054893,-0.013472041828337888,-0.03434488413565843,-0.018981963823733156,-0.055358757680192626,-0.028794257322322714,0.016332079889565018,0
INF_P01375,0.009885995515670933,0.0,0.0192891217792213,0.0,0.013331374849617043,0.006221253311366126,0.008780689837754558,0.0,0.0,0.006749200970586227,0.00642576362642162,0.0062926983118250495,4
INF_P01583,0.020174134639712783,0.0,0.015193639923572453,0.0,0.0008260555973276588,0.004801449261287005,0.0,0.01897468679314588,0.017583835027151728,0.018779076905422593,0.009633287814762009,0.008691720582292383,3
INF_P13232,-0.04984754387091484,-0.06451015037306324,-0.0320130215444702,-0.10050055591652088,-0.07706597334917278,-0.07234680918427554,-0.09127991637241464,-0.060769474872990115,-0.10321156173430202,-0.07952548122578063,-0.07310704884439048,0.021213751219938667,0
INF_P29460,-0.0,-0.0,-0.01880762713619603,-0.006595421766893889,-0.0,-0.008675306644539874,-0.008685569040840762,-0.0,-0.01095542302681521,-0.0,-0.005371934761528576,0.006159309576508444,5
INF_P35225,0.006419299708736955,0.01368760369366369,0.01662674101174369,0.0,0.0,0.0,0.0,0.00365006434614319,0.00480503633626003,0.0,0.004518874509654757,0.005807025881470443,5
INF_P50591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006362802775645427,0.0,6.362802775645426e-05,0.00019088408326936278,9
INF_P55773,-0.0,-0.016733647283837187,-0.05019866291638647,-0.00016542773973251892,-0.0,-0.03502913650720274,-0.0,-0.025291878026954873,-0.0420332291404199,-0.0,-0.01694519816145337,0.018873427138658107,4
INF_P60568,0.00820249842980255,0.0,0.005576257393001682,0.0,0.009544673933380153,0.012107131922155285,0.004103467006460028,0.009103462104844546,0.018034414073487992,0.019128197548118068,0.00858001024112503,0.006250862417955876,2
INF_P78423,-0.037187452778092864,-0.0,-0.00035934815389680605,-0.0,-0.0,-0.001861442505747599,-0.0,-0.0,-0.0,-0.0,-0.003940824343773727,0.011095944206492764,7
INF_P80162,-0.0591401477636306,-0.03913483211662518,-0.03646630089748182,-0.0408267421622094,-0.0,-0.050284313227297726,-0.02592278375054071,-0.04523593110903007,-0.0,-0.04662703911367911,-0.034363809014049465,0.01907318943809032,2
INF_Q5T4W7,0.007693060925653391,0.0,0.00764294785795271,0.0,0.005556333457808587,0.0,0.0,0.0,0.0,0.0,0.002089234224141469,0.003237617695564472,7
INF_Q99748,-0.06311320686225423,-0.0477056413356783,-0.05878291293833853,-0.009249696532726987,-0.051278301950261736,-0.0683527766849706,-0.04093801622132181,-0.05940347623069648,-0.05240027797752584,-0.014914999169806754,-0.04661393059035813,0.01883086404962813,0
INF_Q9NRJ3,0.0,0.0,0.004314237203957602,0.0,0.0,0.0,0.0,0.0019096104730727894,0.0,0.019567890054602525,0.0025791737731632918,0.005819280045488101,7
INF_Q9NYY1,0.0232799631875463,0.08040930441495363,0.05180088240762273,0.03994613273207009,0.0298303866213009,0.04395542868851123,0.028938614383995247,0.021090959323213268,0.014176492105304549,0.01930948317203264,0.03527376470365505,0.018767753757089226,0
IRE_P05412,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0051829514419693065,-0.0,-0.0,-0.0005182951441969307,0.0015548854325907917,9
IRE_P34130,-0.004849158193688533,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0004849158193688533,0.0014547474581065602,9
NEU1_P48052,0.0,0.0,0.0,0.0,0.0,0.0,0.01692197830514827,0.0026983971527799145,0.0,0.0,0.0019620375457928183,0.005051126445091554,8
NEU1_Q96GW7,0.0,0.0,0.004457034885114608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044570348851146076,0.0013371104655343822,9
NEX_P32456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.011920322496653514,-0.0,-0.0,-0.0,-0.0011920322496653513,0.0035760967489960535,9
NEX_P63098,-0.0,-0.0,-0.0,-0.0,-0.007475227201681684,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007475227201681684,0.002242568160504505,9
ONC3_P0DN86,0.0,0.004214198114033521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004214198114033521,0.0012642594342100561,9
ONC3_P32004,0.011305008082612329,0.0012379805827003047,0.007251270050453238,0.02277588390564756,0.0,0.004642838252384484,0.0,0.0,0.0,0.0,0.004721298087379791,0.007066165858781215,5
